Leitura,Horario,Temperatura(C),Umidade(%),Dispositivo
826,2025-10-23 12:28:12,28.4,27.1,Pico W_11f0bb
827,2025-10-23 12:28:35,28.5,26.8,Pico W_11f0bb
828,2025-10-23 12:28:57,28.5,27.1,Pico W_11f0bb
829,2025-10-23 12:29:20,28.5,27.2,Pico W_11f0bb
830,2025-10-23 12:29:42,28.5,27.4,Pico W_11f0bb
831,2025-10-23 12:30:04,28.5,27.2,Pico W_11f0bb
832,2025-10-23 12:30:27,28.5,26.8,Pico W_11f0bb
833,2025-10-23 12:30:49,28.5,27.0,Pico W_11f0bb
834,2025-10-23 12:31:11,28.6,27.2,Pico W_11f0bb
835,2025-10-23 12:31:34,28.7,27.2,Pico W_11f0bb
836,2025-10-23 12:31:56,28.7,26.5,Pico W_11f0bb
837,2025-10-23 12:32:18,28.6,26.7,Pico W_11f0bb
838,2025-10-23 12:32:41,28.7,26.6,Pico W_11f0bb
839,2025-10-23 12:33:03,28.9,27.1,Pico W_11f0bb
840,2025-10-23 12:33:25,29.0,26.7,Pico W_11f0bb
841,2025-10-23 12:33:48,29.0,26.7,Pico W_11f0bb
842,2025-10-23 12:34:10,29.1,26.9,Pico W_11f0bb
843,2025-10-23 12:34:32,29.2,26.3,Pico W_11f0bb
844,2025-10-23 12:34:55,29.2,26.4,Pico W_11f0bb
845,2025-10-23 12:35:17,29.5,26.8,Pico W_11f0bb
846,2025-10-23 12:35:39,29.7,26.7,Pico W_11f0bb
847,2025-10-23 12:36:02,30.1,26.5,Pico W_11f0bb
848,2025-10-23 12:36:24,30.3,26.0,Pico W_11f0bb
849,2025-10-23 12:36:46,30.4,25.5,Pico W_11f0bb
850,2025-10-23 12:37:09,30.8,25.1,Pico W_11f0bb
851,2025-10-23 12:37:31,31.2,24.9,Pico W_11f0bb
852,2025-10-23 12:37:53,31.4,25.2,Pico W_11f0bb
853,2025-10-23 12:38:16,31.5,25.0,Pico W_11f0bb
854,2025-10-23 12:38:38,31.6,25.1,Pico W_11f0bb
855,2025-10-23 12:39:00,31.5,24.4,Pico W_11f0bb
856,2025-10-23 12:39:23,31.3,24.4,Pico W_11f0bb
857,2025-10-23 12:39:45,30.9,24.5,Pico W_11f0bb
858,2025-10-23 12:40:07,30.7,24.7,Pico W_11f0bb
859,2025-10-23 12:40:30,30.3,24.6,Pico W_11f0bb
860,2025-10-23 12:40:52,30.1,25.3,Pico W_11f0bb
861,2025-10-23 12:41:15,29.9,25.2,Pico W_11f0bb
862,2025-10-23 12:41:37,29.6,25.5,Pico W_11f0bb
863,2025-10-23 12:41:59,29.4,25.4,Pico W_11f0bb
864,2025-10-23 12:42:22,29.3,25.8,Pico W_11f0bb
865,2025-10-23 12:42:44,29.2,25.6,Pico W_11f0bb
866,2025-10-23 12:43:06,29.1,25.3,Pico W_11f0bb
867,2025-10-23 12:43:29,29.1,26.3,Pico W_11f0bb
868,2025-10-23 12:43:51,29.0,26.8,Pico W_11f0bb
869,2025-10-23 12:44:13,28.9,26.8,Pico W_11f0bb
870,2025-10-23 12:44:36,28.9,26.6,Pico W_11f0bb
871,2025-10-23 12:44:58,29.0,26.8,Pico W_11f0bb
872,2025-10-23 12:45:20,28.9,26.3,Pico W_11f0bb
873,2025-10-23 12:45:43,28.8,26.0,Pico W_11f0bb
874,2025-10-23 12:46:05,28.7,26.0,Pico W_11f0bb
875,2025-10-23 12:46:27,28.7,26.0,Pico W_11f0bb
876,2025-10-23 12:46:50,28.8,26.2,Pico W_11f0bb
877,2025-10-23 12:47:12,28.7,26.3,Pico W_11f0bb
878,2025-10-23 12:47:34,28.8,27.0,Pico W_11f0bb
879,2025-10-23 12:47:57,28.8,27.2,Pico W_11f0bb
880,2025-10-23 12:48:19,28.8,26.7,Pico W_11f0bb
881,2025-10-23 12:48:41,28.8,26.7,Pico W_11f0bb
882,2025-10-23 12:49:04,28.9,27.0,Pico W_11f0bb
883,2025-10-23 12:49:26,29.0,27.5,Pico W_11f0bb
884,2025-10-23 12:49:48,29.0,26.2,Pico W_11f0bb
885,2025-10-23 12:50:11,29.0,26.4,Pico W_11f0bb
886,2025-10-23 12:50:33,29.3,26.4,Pico W_11f0bb
887,2025-10-23 12:50:55,29.6,26.3,Pico W_11f0bb
888,2025-10-23 12:51:18,29.8,26.0,Pico W_11f0bb
889,2025-10-23 12:51:40,29.9,25.5,Pico W_11f0bb
890,2025-10-23 12:52:02,30.2,25.8,Pico W_11f0bb
891,2025-10-23 12:52:25,30.5,25.4,Pico W_11f0bb
892,2025-10-23 12:52:47,30.8,25.4,Pico W_11f0bb
893,2025-10-23 12:53:09,30.8,25.1,Pico W_11f0bb
894,2025-10-23 12:53:32,30.9,25.2,Pico W_11f0bb
895,2025-10-23 12:53:54,31.1,25.2,Pico W_11f0bb
896,2025-10-23 12:54:17,31.2,25.0,Pico W_11f0bb
897,2025-10-23 12:54:39,31.4,24.9,Pico W_11f0bb
898,2025-10-23 12:55:01,31.6,24.6,Pico W_11f0bb
899,2025-10-23 12:55:24,31.8,24.3,Pico W_11f0bb
900,2025-10-23 12:55:46,32.0,24.0,Pico W_11f0bb
901,2025-10-23 12:56:08,32.3,23.9,Pico W_11f0bb
902,2025-10-23 12:56:31,32.7,23.9,Pico W_11f0bb
903,2025-10-23 12:56:53,32.7,23.7,Pico W_11f0bb
904,2025-10-23 12:57:15,32.9,23.5,Pico W_11f0bb
905,2025-10-23 12:57:38,33.0,23.3,Pico W_11f0bb
906,2025-10-23 12:58:00,32.9,23.3,Pico W_11f0bb
907,2025-10-23 12:58:22,32.8,23.4,Pico W_11f0bb
908,2025-10-23 12:58:45,32.8,23.9,Pico W_11f0bb
909,2025-10-23 12:59:07,32.4,23.5,Pico W_11f0bb
910,2025-10-23 12:59:29,32.4,23.7,Pico W_11f0bb
911,2025-10-23 12:59:52,32.4,24.1,Pico W_11f0bb
912,2025-10-23 13:00:14,32.3,23.8,Pico W_11f0bb
913,2025-10-23 13:00:36,32.2,24.2,Pico W_11f0bb
914,2025-10-23 13:00:59,32.2,24.5,Pico W_11f0bb
915,2025-10-23 13:01:21,32.2,24.1,Pico W_11f0bb
916,2025-10-23 13:01:43,32.1,24.3,Pico W_11f0bb
917,2025-10-23 13:02:06,31.9,24.0,Pico W_11f0bb
918,2025-10-23 13:02:28,31.6,23.7,Pico W_11f0bb
919,2025-10-23 13:02:50,31.5,24.2,Pico W_11f0bb
920,2025-10-23 13:03:13,31.4,24.2,Pico W_11f0bb
921,2025-10-23 13:03:35,31.3,24.3,Pico W_11f0bb
922,2025-10-23 13:03:57,31.4,24.6,Pico W_11f0bb
923,2025-10-23 13:04:20,31.3,24.0,Pico W_11f0bb
924,2025-10-23 13:04:42,30.7,23.5,Pico W_11f0bb
925,2025-10-23 13:05:04,30.5,24.2,Pico W_11f0bb
926,2025-10-23 13:05:27,30.3,24.4,Pico W_11f0bb
927,2025-10-23 13:05:49,30.2,24.7,Pico W_11f0bb
928,2025-10-23 13:06:11,30.1,25.4,Pico W_11f0bb
929,2025-10-23 13:06:34,30.1,26.4,Pico W_11f0bb
930,2025-10-23 13:06:56,30.2,26.1,Pico W_11f0bb
931,2025-10-23 13:07:19,30.3,25.6,Pico W_11f0bb
932,2025-10-23 13:07:41,30.3,25.6,Pico W_11f0bb
933,2025-10-23 13:08:03,30.3,25.1,Pico W_11f0bb
934,2025-10-23 13:08:26,30.2,25.0,Pico W_11f0bb
935,2025-10-23 13:08:48,30.1,25.6,Pico W_11f0bb
936,2025-10-23 13:09:10,30.1,26.1,Pico W_11f0bb
937,2025-10-23 13:09:33,30.1,26.3,Pico W_11f0bb
938,2025-10-23 13:09:55,30.1,25.7,Pico W_11f0bb
939,2025-10-23 13:10:17,29.6,25.4,Pico W_11f0bb
940,2025-10-23 13:10:40,29.3,25.7,Pico W_11f0bb
941,2025-10-23 13:11:02,29.3,25.9,Pico W_11f0bb
942,2025-10-23 13:11:24,29.2,26.5,Pico W_11f0bb
943,2025-10-23 13:11:47,29.2,26.5,Pico W_11f0bb
944,2025-10-23 13:12:09,29.5,26.5,Pico W_11f0bb
945,2025-10-23 13:12:31,29.7,26.2,Pico W_11f0bb
946,2025-10-23 13:12:54,29.9,25.8,Pico W_11f0bb
947,2025-10-23 13:13:16,30.1,25.4,Pico W_11f0bb
948,2025-10-23 13:13:38,29.9,25.1,Pico W_11f0bb
949,2025-10-23 13:14:01,29.9,25.3,Pico W_11f0bb
950,2025-10-23 13:14:23,30.0,25.5,Pico W_11f0bb
951,2025-10-23 13:14:45,30.2,25.5,Pico W_11f0bb
952,2025-10-23 13:15:08,30.3,25.3,Pico W_11f0bb
953,2025-10-23 13:15:30,30.1,24.8,Pico W_11f0bb
954,2025-10-23 13:15:52,30.0,24.8,Pico W_11f0bb
955,2025-10-23 13:16:15,30.0,24.8,Pico W_11f0bb
956,2025-10-23 13:16:37,30.2,24.6,Pico W_11f0bb
957,2025-10-23 13:16:59,30.4,24.9,Pico W_11f0bb
958,2025-10-23 13:17:22,30.5,25.1,Pico W_11f0bb
959,2025-10-23 13:17:44,30.7,25.1,Pico W_11f0bb
960,2025-10-23 13:18:06,30.8,25.2,Pico W_11f0bb
961,2025-10-23 13:18:29,30.6,24.3,Pico W_11f0bb
962,2025-10-23 13:18:51,30.5,24.1,Pico W_11f0bb
963,2025-10-23 13:19:14,30.5,24.4,Pico W_11f0bb
964,2025-10-23 13:19:36,30.6,24.6,Pico W_11f0bb
965,2025-10-23 13:19:58,30.6,24.1,Pico W_11f0bb
966,2025-10-23 13:20:21,30.3,24.1,Pico W_11f0bb
967,2025-10-23 13:20:43,30.4,24.3,Pico W_11f0bb
968,2025-10-23 13:21:05,30.7,25.0,Pico W_11f0bb
969,2025-10-23 13:21:28,31.1,24.7,Pico W_11f0bb
970,2025-10-23 13:21:50,31.5,24.7,Pico W_11f0bb
971,2025-10-23 13:22:12,31.7,24.7,Pico W_11f0bb
972,2025-10-23 13:22:35,32.0,24.2,Pico W_11f0bb
973,2025-10-23 13:22:57,32.4,24.0,Pico W_11f0bb
974,2025-10-23 13:23:19,32.5,23.8,Pico W_11f0bb
975,2025-10-23 13:23:42,32.3,23.5,Pico W_11f0bb
976,2025-10-23 13:24:04,32.1,23.5,Pico W_11f0bb
977,2025-10-23 13:24:26,32.0,24.3,Pico W_11f0bb
978,2025-10-23 13:24:49,32.1,24.2,Pico W_11f0bb
979,2025-10-23 13:25:11,32.2,24.1,Pico W_11f0bb
980,2025-10-23 13:25:33,32.4,24.0,Pico W_11f0bb
981,2025-10-23 13:25:56,32.5,24.2,Pico W_11f0bb
982,2025-10-23 13:26:18,32.6,23.3,Pico W_11f0bb
983,2025-10-23 13:26:40,32.8,23.5,Pico W_11f0bb
984,2025-10-23 13:27:03,33.0,23.9,Pico W_11f0bb
985,2025-10-23 13:27:25,32.7,23.8,Pico W_11f0bb
986,2025-10-23 13:27:47,31.9,24.1,Pico W_11f0bb
987,2025-10-23 13:28:10,31.6,24.3,Pico W_11f0bb
988,2025-10-23 13:28:32,31.5,24.3,Pico W_11f0bb
989,2025-10-23 13:28:54,31.5,24.5,Pico W_11f0bb
990,2025-10-23 13:29:17,31.4,25.1,Pico W_11f0bb
991,2025-10-23 13:29:39,31.4,25.2,Pico W_11f0bb
992,2025-10-23 13:30:01,31.4,24.7,Pico W_11f0bb
993,2025-10-23 13:30:24,31.4,24.7,Pico W_11f0bb
994,2025-10-23 13:30:46,31.4,24.8,Pico W_11f0bb
995,2025-10-23 13:31:09,31.3,25.0,Pico W_11f0bb
996,2025-10-23 13:31:31,31.4,24.8,Pico W_11f0bb
997,2025-10-23 13:31:53,31.6,24.5,Pico W_11f0bb
998,2025-10-23 13:32:16,31.9,24.3,Pico W_11f0bb
999,2025-10-23 13:32:38,31.8,24.5,Pico W_11f0bb
1000,2025-10-23 13:33:00,31.7,24.5,Pico W_11f0bb
1001,2025-10-23 13:33:23,31.5,24.6,Pico W_11f0bb
1002,2025-10-23 13:33:45,31.4,25.2,Pico W_11f0bb
1003,2025-10-23 13:34:07,31.4,24.7,Pico W_11f0bb
1004,2025-10-23 13:34:30,31.4,25.0,Pico W_11f0bb
1005,2025-10-23 13:34:52,31.4,24.8,Pico W_11f0bb
1006,2025-10-23 13:35:14,31.2,24.6,Pico W_11f0bb
1007,2025-10-23 13:35:37,31.1,24.8,Pico W_11f0bb
1008,2025-10-23 13:35:59,31.1,24.3,Pico W_11f0bb
1009,2025-10-23 13:36:21,31.1,24.2,Pico W_11f0bb
1010,2025-10-23 13:36:44,31.1,24.6,Pico W_11f0bb
1011,2025-10-23 13:37:06,31.2,23.8,Pico W_11f0bb
1012,2025-10-23 13:37:28,31.5,24.1,Pico W_11f0bb
1013,2025-10-23 13:37:51,31.9,24.1,Pico W_11f0bb
1014,2025-10-23 13:38:13,32.1,24.0,Pico W_11f0bb
1015,2025-10-23 13:38:35,32.4,23.6,Pico W_11f0bb
1016,2025-10-23 13:38:58,32.5,23.9,Pico W_11f0bb
1017,2025-10-23 13:39:20,32.7,24.3,Pico W_11f0bb
1018,2025-10-23 13:39:42,32.9,24.0,Pico W_11f0bb
1019,2025-10-23 13:40:05,33.0,23.3,Pico W_11f0bb
1020,2025-10-23 13:40:27,33.3,23.1,Pico W_11f0bb
1021,2025-10-23 13:40:49,33.4,23.0,Pico W_11f0bb
1022,2025-10-23 13:41:12,33.0,22.9,Pico W_11f0bb
1023,2025-10-23 13:41:34,32.9,23.2,Pico W_11f0bb
1024,2025-10-23 13:41:56,32.5,23.0,Pico W_11f0bb
1025,2025-10-23 13:42:19,32.5,23.2,Pico W_11f0bb
1026,2025-10-23 13:42:41,32.4,23.1,Pico W_11f0bb
1027,2025-10-23 13:43:03,32.1,23.5,Pico W_11f0bb
1028,2025-10-23 13:43:26,32.1,23.7,Pico W_11f0bb
1029,2025-10-23 13:43:48,31.8,23.6,Pico W_11f0bb
1030,2025-10-23 13:44:11,31.8,23.8,Pico W_11f0bb
1031,2025-10-23 13:44:33,31.8,23.8,Pico W_11f0bb
1032,2025-10-23 13:44:55,31.8,23.9,Pico W_11f0bb
1033,2025-10-23 13:45:18,31.9,23.9,Pico W_11f0bb
1034,2025-10-23 13:45:40,32.0,23.8,Pico W_11f0bb
1035,2025-10-23 13:46:02,32.1,23.8,Pico W_11f0bb
1036,2025-10-23 13:46:25,32.0,24.0,Pico W_11f0bb
1037,2025-10-23 13:46:47,32.2,23.9,Pico W_11f0bb
1038,2025-10-23 13:47:09,32.4,24.1,Pico W_11f0bb
1039,2025-10-23 13:47:32,32.5,24.6,Pico W_11f0bb
1040,2025-10-23 13:47:54,32.6,24.6,Pico W_11f0bb
1041,2025-10-23 13:48:16,32.7,24.3,Pico W_11f0bb
1042,2025-10-23 13:48:39,32.7,24.4,Pico W_11f0bb
1043,2025-10-23 13:49:01,32.2,24.0,Pico W_11f0bb
1044,2025-10-23 13:49:23,32.0,24.3,Pico W_11f0bb
1045,2025-10-23 13:49:46,31.6,24.3,Pico W_11f0bb
1046,2025-10-23 13:50:08,31.1,24.6,Pico W_11f0bb
1047,2025-10-23 13:50:30,30.7,25.2,Pico W_11f0bb
1048,2025-10-23 13:50:53,30.6,26.0,Pico W_11f0bb
1049,2025-10-23 13:51:15,30.6,26.3,Pico W_11f0bb
1050,2025-10-23 13:51:37,30.6,26.1,Pico W_11f0bb
1051,2025-10-23 13:52:00,30.6,26.0,Pico W_11f0bb
1052,2025-10-23 13:52:22,30.4,26.3,Pico W_11f0bb
1053,2025-10-23 13:52:44,30.4,26.5,Pico W_11f0bb
1054,2025-10-23 13:53:07,30.5,26.5,Pico W_11f0bb
1055,2025-10-23 13:53:29,30.1,25.8,Pico W_11f0bb
1056,2025-10-23 13:53:51,29.9,26.3,Pico W_11f0bb
1057,2025-10-23 13:54:14,29.9,26.2,Pico W_11f0bb
1058,2025-10-23 13:54:36,29.9,26.3,Pico W_11f0bb
1059,2025-10-23 13:54:58,29.6,25.9,Pico W_11f0bb
1060,2025-10-23 13:55:21,29.3,26.3,Pico W_11f0bb
1061,2025-10-23 13:55:43,29.5,26.5,Pico W_11f0bb
1062,2025-10-23 13:56:06,29.7,26.3,Pico W_11f0bb
1063,2025-10-23 13:56:28,29.8,26.0,Pico W_11f0bb
1064,2025-10-23 13:56:50,29.6,26.0,Pico W_11f0bb
1065,2025-10-23 13:57:13,29.6,25.5,Pico W_11f0bb
1066,2025-10-23 13:57:35,29.4,25.6,Pico W_11f0bb
1067,2025-10-23 13:57:57,29.3,26.2,Pico W_11f0bb
1068,2025-10-23 13:58:20,29.2,26.7,Pico W_11f0bb
1069,2025-10-23 13:58:42,29.2,26.9,Pico W_11f0bb
1070,2025-10-23 13:59:04,29.1,27.2,Pico W_11f0bb
1071,2025-10-23 13:59:27,29.3,27.2,Pico W_11f0bb
1072,2025-10-23 13:59:49,29.2,26.9,Pico W_11f0bb
1073,2025-10-23 14:00:11,29.2,26.7,Pico W_11f0bb
1074,2025-10-23 14:00:34,29.2,27.3,Pico W_11f0bb
1075,2025-10-23 14:00:56,29.3,27.8,Pico W_11f0bb
1076,2025-10-23 14:01:18,29.5,27.9,Pico W_11f0bb
1077,2025-10-23 14:01:41,29.6,27.4,Pico W_11f0bb
1078,2025-10-23 14:02:03,29.8,27.1,Pico W_11f0bb
1079,2025-10-23 14:02:25,30.1,27.4,Pico W_11f0bb
1080,2025-10-23 14:02:48,30.3,26.8,Pico W_11f0bb
1081,2025-10-23 14:03:10,30.7,26.8,Pico W_11f0bb
1082,2025-10-23 14:03:32,30.9,26.3,Pico W_11f0bb
1083,2025-10-23 14:03:55,30.9,25.7,Pico W_11f0bb
1084,2025-10-23 14:04:17,30.9,26.0,Pico W_11f0bb
1085,2025-10-23 14:04:39,31.0,25.9,Pico W_11f0bb
1086,2025-10-23 14:05:02,31.1,26.0,Pico W_11f0bb
1087,2025-10-23 14:05:24,31.0,26.0,Pico W_11f0bb
1088,2025-10-23 14:05:46,31.0,25.8,Pico W_11f0bb
1089,2025-10-23 14:06:09,31.1,25.7,Pico W_11f0bb
1090,2025-10-23 14:06:31,31.0,25.5,Pico W_11f0bb
1091,2025-10-23 14:06:53,30.9,25.8,Pico W_11f0bb
1092,2025-10-23 14:07:16,31.2,26.4,Pico W_11f0bb
1093,2025-10-23 14:07:38,31.5,26.3,Pico W_11f0bb
1094,2025-10-23 14:08:01,31.7,25.7,Pico W_11f0bb
1095,2025-10-23 14:08:23,32.2,26.1,Pico W_11f0bb
1096,2025-10-23 14:08:45,32.3,24.8,Pico W_11f0bb
1097,2025-10-23 14:09:08,32.5,24.7,Pico W_11f0bb
1098,2025-10-23 14:09:30,32.7,24.6,Pico W_11f0bb
1099,2025-10-23 14:09:52,32.7,24.4,Pico W_11f0bb
1100,2025-10-23 14:10:15,32.9,24.6,Pico W_11f0bb
1101,2025-10-23 14:10:37,32.9,25.1,Pico W_11f0bb
1102,2025-10-23 14:10:59,33.1,24.4,Pico W_11f0bb
1103,2025-10-23 14:11:22,33.1,24.3,Pico W_11f0bb
1104,2025-10-23 14:11:44,33.0,24.1,Pico W_11f0bb
1105,2025-10-23 14:12:06,32.8,24.5,Pico W_11f0bb
1106,2025-10-23 14:12:29,32.8,24.4,Pico W_11f0bb
1107,2025-10-23 14:12:51,32.8,24.3,Pico W_11f0bb
1108,2025-10-23 14:13:13,32.7,23.5,Pico W_11f0bb
1109,2025-10-23 14:13:36,32.9,23.4,Pico W_11f0bb
1110,2025-10-23 14:13:58,32.8,22.6,Pico W_11f0bb
1111,2025-10-23 14:14:20,32.6,22.7,Pico W_11f0bb
1112,2025-10-23 14:14:43,32.6,23.4,Pico W_11f0bb
1113,2025-10-23 14:15:05,32.5,23.7,Pico W_11f0bb
1114,2025-10-23 14:15:27,32.6,23.6,Pico W_11f0bb
1115,2025-10-23 14:15:50,32.8,23.8,Pico W_11f0bb
1116,2025-10-23 14:16:12,32.8,23.4,Pico W_11f0bb
1117,2025-10-23 14:16:34,32.9,22.7,Pico W_11f0bb
1118,2025-10-23 14:16:57,33.2,22.6,Pico W_11f0bb
1119,2025-10-23 14:17:19,33.3,23.1,Pico W_11f0bb
1120,2025-10-23 14:17:41,33.5,23.1,Pico W_11f0bb
1121,2025-10-23 14:18:04,33.6,23.2,Pico W_11f0bb
1122,2025-10-23 14:18:26,32.8,23.0,Pico W_11f0bb
1123,2025-10-23 14:18:48,32.3,23.4,Pico W_11f0bb
1124,2025-10-23 14:19:11,32.2,23.8,Pico W_11f0bb
1125,2025-10-23 14:19:33,32.1,23.5,Pico W_11f0bb
1126,2025-10-23 14:19:56,31.6,24.3,Pico W_11f0bb
1127,2025-10-23 14:20:18,31.5,24.6,Pico W_11f0bb
1128,2025-10-23 14:20:40,31.1,24.2,Pico W_11f0bb
1129,2025-10-23 14:21:03,31.1,24.4,Pico W_11f0bb
1130,2025-10-23 14:21:25,31.5,24.6,Pico W_11f0bb
1131,2025-10-23 14:21:47,31.9,24.4,Pico W_11f0bb
1132,2025-10-23 14:22:10,32.4,24.7,Pico W_11f0bb
1133,2025-10-23 14:22:32,32.7,24.1,Pico W_11f0bb
1134,2025-10-23 14:22:54,33.1,24.1,Pico W_11f0bb
1135,2025-10-23 14:23:17,33.4,22.9,Pico W_11f0bb
1136,2025-10-23 14:23:39,33.7,22.3,Pico W_11f0bb
1137,2025-10-23 14:24:01,33.7,21.8,Pico W_11f0bb
1138,2025-10-23 14:24:24,33.9,22.4,Pico W_11f0bb
1139,2025-10-23 14:24:46,34.1,22.0,Pico W_11f0bb
1140,2025-10-23 14:25:08,34.3,22.0,Pico W_11f0bb
1141,2025-10-23 14:25:31,34.6,21.4,Pico W_11f0bb
1142,2025-10-23 14:25:53,34.7,21.8,Pico W_11f0bb
1143,2025-10-23 14:26:15,34.8,22.3,Pico W_11f0bb
1144,2025-10-23 14:26:38,34.9,21.8,Pico W_11f0bb
1145,2025-10-23 14:27:00,34.8,22.3,Pico W_11f0bb
1146,2025-10-23 14:27:22,34.6,21.8,Pico W_11f0bb
1147,2025-10-23 14:27:45,34.5,22.1,Pico W_11f0bb
1148,2025-10-23 14:28:07,34.5,22.2,Pico W_11f0bb
1149,2025-10-23 14:28:29,34.6,22.1,Pico W_11f0bb
1150,2025-10-23 14:28:52,34.7,21.9,Pico W_11f0bb
1151,2025-10-23 14:29:14,34.9,22.0,Pico W_11f0bb
1152,2025-10-23 14:29:36,35.1,22.4,Pico W_11f0bb
1153,2025-10-23 14:29:59,34.9,21.3,Pico W_11f0bb
1154,2025-10-23 14:30:21,34.2,21.3,Pico W_11f0bb
1155,2025-10-23 14:30:43,33.5,21.6,Pico W_11f0bb
1156,2025-10-23 14:31:06,32.5,22.0,Pico W_11f0bb
1157,2025-10-23 14:31:28,31.9,22.2,Pico W_11f0bb
1158,2025-10-23 14:31:50,31.3,23.0,Pico W_11f0bb
1159,2025-10-23 14:32:13,31.0,23.6,Pico W_11f0bb
1160,2025-10-23 14:32:35,30.9,23.8,Pico W_11f0bb
1161,2025-10-23 14:32:57,30.9,24.3,Pico W_11f0bb
1162,2025-10-23 14:33:20,30.7,24.6,Pico W_11f0bb
1163,2025-10-23 14:33:42,30.5,25.5,Pico W_11f0bb
1164,2025-10-23 14:34:05,30.4,25.0,Pico W_11f0bb
1165,2025-10-23 14:34:27,30.1,25.1,Pico W_11f0bb
1166,2025-10-23 14:34:49,29.9,25.3,Pico W_11f0bb
1167,2025-10-23 14:35:12,29.9,25.5,Pico W_11f0bb
1168,2025-10-23 14:35:34,30.0,25.6,Pico W_11f0bb
1169,2025-10-23 14:35:56,30.0,25.0,Pico W_11f0bb
1170,2025-10-23 14:36:19,30.0,24.8,Pico W_11f0bb
1171,2025-10-23 14:36:41,30.0,25.4,Pico W_11f0bb
1172,2025-10-23 14:37:03,30.2,25.2,Pico W_11f0bb
1173,2025-10-23 14:37:26,30.2,25.2,Pico W_11f0bb
1174,2025-10-23 14:37:48,30.3,25.3,Pico W_11f0bb
1175,2025-10-23 14:38:10,30.4,25.3,Pico W_11f0bb
1176,2025-10-23 14:38:33,30.5,25.3,Pico W_11f0bb
1177,2025-10-23 14:38:55,30.5,24.6,Pico W_11f0bb
1178,2025-10-23 14:39:17,30.4,24.8,Pico W_11f0bb
1179,2025-10-23 14:39:40,30.4,25.1,Pico W_11f0bb
1180,2025-10-23 14:40:02,30.5,24.9,Pico W_11f0bb
1181,2025-10-23 14:40:24,30.6,24.7,Pico W_11f0bb
1182,2025-10-23 14:40:47,30.8,24.3,Pico W_11f0bb
1183,2025-10-23 14:41:09,31.0,24.4,Pico W_11f0bb
1184,2025-10-23 14:41:31,30.9,24.8,Pico W_11f0bb
1185,2025-10-23 14:41:54,30.7,24.9,Pico W_11f0bb
1186,2025-10-23 14:42:16,30.3,25.2,Pico W_11f0bb
1187,2025-10-23 14:42:38,30.3,25.4,Pico W_11f0bb
1188,2025-10-23 14:43:01,30.3,26.0,Pico W_11f0bb
1189,2025-10-23 14:43:23,30.3,26.1,Pico W_11f0bb
1190,2025-10-23 14:43:45,30.3,25.7,Pico W_11f0bb
1191,2025-10-23 14:44:08,30.2,25.9,Pico W_11f0bb
1192,2025-10-23 14:44:30,30.1,25.9,Pico W_11f0bb
1193,2025-10-23 14:44:52,30.1,26.2,Pico W_11f0bb
1194,2025-10-23 14:45:15,30.2,26.2,Pico W_11f0bb
1195,2025-10-23 14:45:37,30.2,26.3,Pico W_11f0bb
1196,2025-10-23 14:46:00,30.2,25.5,Pico W_11f0bb
1197,2025-10-23 14:46:22,30.0,25.6,Pico W_11f0bb
1198,2025-10-23 14:46:44,29.8,25.5,Pico W_11f0bb
1199,2025-10-23 14:47:07,29.7,26.0,Pico W_11f0bb
1200,2025-10-23 14:47:29,29.9,25.7,Pico W_11f0bb
1201,2025-10-23 14:47:51,29.8,25.5,Pico W_11f0bb
1202,2025-10-23 14:48:14,29.8,25.8,Pico W_11f0bb
1203,2025-10-23 14:48:36,29.8,26.3,Pico W_11f0bb
1204,2025-10-23 14:48:58,29.9,26.4,Pico W_11f0bb
1205,2025-10-23 14:49:21,30.0,26.2,Pico W_11f0bb
1206,2025-10-23 14:49:43,30.1,25.9,Pico W_11f0bb
1207,2025-10-23 14:50:05,30.1,25.8,Pico W_11f0bb
1208,2025-10-23 14:50:28,30.0,25.8,Pico W_11f0bb
1209,2025-10-23 14:50:50,30.1,26.1,Pico W_11f0bb
1210,2025-10-23 14:51:12,30.2,26.2,Pico W_11f0bb
1211,2025-10-23 14:51:35,30.4,25.7,Pico W_11f0bb
1212,2025-10-23 14:51:57,30.4,25.8,Pico W_11f0bb
1213,2025-10-23 14:52:19,30.6,25.1,Pico W_11f0bb
1214,2025-10-23 14:52:42,30.7,24.6,Pico W_11f0bb
1215,2025-10-23 14:53:04,30.9,25.2,Pico W_11f0bb
1216,2025-10-23 14:53:26,31.0,25.3,Pico W_11f0bb
1217,2025-10-23 14:53:49,31.2,24.9,Pico W_11f0bb
1218,2025-10-23 14:54:11,31.4,25.3,Pico W_11f0bb
1219,2025-10-23 14:54:33,31.5,25.2,Pico W_11f0bb
1220,2025-10-23 14:54:56,31.3,25.0,Pico W_11f0bb
1221,2025-10-23 14:55:18,31.3,24.9,Pico W_11f0bb
1222,2025-10-23 14:55:40,31.0,25.1,Pico W_11f0bb
1223,2025-10-23 14:56:03,30.9,25.4,Pico W_11f0bb
1224,2025-10-23 14:56:25,30.7,25.5,Pico W_11f0bb
1225,2025-10-23 14:56:47,30.7,26.0,Pico W_11f0bb
1226,2025-10-23 14:57:10,30.7,26.1,Pico W_11f0bb
1227,2025-10-23 14:57:32,30.6,25.9,Pico W_11f0bb
1228,2025-10-23 14:57:55,30.6,25.8,Pico W_11f0bb
1229,2025-10-23 14:58:17,30.6,25.7,Pico W_11f0bb
