Leitura;Data;Hora;Temperatura(C);Umidade(%)
441;03/10/2025;20:58:09;21.7;71.1
442;03/10/2025;20:58:29;21.7;71.2
443;03/10/2025;20:58:49;21.7;71.2
444;03/10/2025;20:59:09;21.7;71.2
445;03/10/2025;20:59:29;21.7;71.2
446;03/10/2025;20:59:49;21.7;71.3
447;03/10/2025;21:00:09;21.7;71.3
448;03/10/2025;21:00:29;21.7;71.3
449;03/10/2025;21:00:49;21.7;71.2
450;03/10/2025;21:01:09;21.8;71.3
451;03/10/2025;21:01:29;21.8;71.3
452;03/10/2025;21:01:49;21.8;71.2
453;03/10/2025;21:02:09;21.8;71.3
454;03/10/2025;21:02:29;21.8;71.2
455;03/10/2025;21:02:49;21.8;71.1
456;03/10/2025;21:03:09;21.8;71
457;03/10/2025;21:03:29;21.8;71
458;03/10/2025;21:03:49;21.8;71
459;03/10/2025;21:04:09;21.9;71.1
460;03/10/2025;21:04:29;21.9;71
461;03/10/2025;21:04:49;21.9;70.9
462;03/10/2025;21:05:09;21.9;70.8
463;03/10/2025;21:05:29;21.9;70.8
464;03/10/2025;21:05:49;21.9;70.9
465;03/10/2025;21:06:09;21.9;70.8
466;03/10/2025;21:06:29;21.9;70.9
467;03/10/2025;21:06:49;21.9;70.8
468;03/10/2025;21:07:09;21.9;70.8
469;03/10/2025;21:07:29;21.9;70.9
470;03/10/2025;21:07:49;21.9;70.9
471;03/10/2025;21:08:09;21.8;70.8
472;03/10/2025;21:08:29;21.8;70.9
473;03/10/2025;21:08:49;21.8;71
474;03/10/2025;21:09:09;21.8;71.1
475;03/10/2025;21:09:29;21.8;71
476;03/10/2025;21:09:49;21.8;70.9
477;03/10/2025;21:10:09;21.8;70.7
478;03/10/2025;21:10:29;21.8;70.6
479;03/10/2025;21:10:49;21.8;70.6
480;03/10/2025;21:11:09;21.8;70.6
481;03/10/2025;21:11:29;21.8;70.6
482;03/10/2025;21:11:49;21.9;70.6
483;03/10/2025;21:12:09;21.8;70.7
484;03/10/2025;21:12:29;21.9;70.7
485;03/10/2025;21:12:49;21.9;70.9
486;03/10/2025;21:13:09;21.9;70.5
487;03/10/2025;21:13:29;21.9;70.2
488;03/10/2025;21:13:49;21.9;70
489;03/10/2025;21:14:09;21.9;70.1
490;03/10/2025;21:14:29;21.9;70.1
491;03/10/2025;21:14:49;22;70.1
492;03/10/2025;21:15:09;22;70.2
493;03/10/2025;21:15:29;22;70.1
494;03/10/2025;21:15:49;22;70
495;03/10/2025;21:16:09;22;69.9
496;03/10/2025;21:16:29;22;70.2
497;03/10/2025;21:16:49;22;70.1
498;03/10/2025;21:17:09;22;70
499;03/10/2025;21:17:29;22;69.8
500;03/10/2025;21:17:49;22;69.8
501;03/10/2025;21:18:09;22;69.8
502;03/10/2025;21:18:29;22;69.9
503;03/10/2025;21:18:49;22.1;69.8
504;03/10/2025;21:19:09;22.1;69.7
505;03/10/2025;21:19:29;22;69.7
506;03/10/2025;21:19:49;22;69.7
507;03/10/2025;21:20:09;22;69.6
508;03/10/2025;21:20:29;22;69.7
509;03/10/2025;21:20:49;22;70
510;03/10/2025;21:21:09;22;69.7
511;03/10/2025;21:21:29;22;69.9
512;03/10/2025;21:21:49;22;69.8
513;03/10/2025;21:22:09;22.1;69.7
514;03/10/2025;21:22:29;22.1;69.6
515;03/10/2025;21:22:49;22;69.5
516;03/10/2025;21:23:09;22;69.6
517;03/10/2025;21:23:29;21.9;69.7
518;03/10/2025;21:23:49;21.9;69.8
519;03/10/2025;21:24:09;21.9;69.8
520;03/10/2025;21:24:29;21.9;70
521;03/10/2025;21:24:49;21.9;70.1
522;03/10/2025;21:25:09;21.9;70
523;03/10/2025;21:25:29;21.9;69.9
524;03/10/2025;21:25:49;21.9;69.8
525;03/10/2025;21:26:09;21.9;69.9
526;03/10/2025;21:26:29;21.9;69.9
527;03/10/2025;21:26:49;21.9;69.9
528;03/10/2025;21:27:09;21.9;70
529;03/10/2025;21:27:29;21.9;69.9
530;03/10/2025;21:27:49;21.9;69.7
531;03/10/2025;21:28:09;21.9;69.7
532;03/10/2025;21:28:29;21.9;69.8
533;03/10/2025;21:28:49;21.9;69.8
534;03/10/2025;21:29:09;21.9;69.9
535;03/10/2025;21:29:29;21.9;69.8
536;03/10/2025;21:29:49;21.9;69.8
537;03/10/2025;21:30:09;21.9;69.9
538;03/10/2025;21:30:29;21.9;69.9
539;03/10/2025;21:30:49;21.9;69.9
540;03/10/2025;21:31:09;21.9;69.9
541;03/10/2025;21:31:29;21.9;70
542;03/10/2025;21:31:49;21.9;70.2
543;03/10/2025;21:32:09;21.9;69.9
544;03/10/2025;21:32:29;21.9;69.9
545;03/10/2025;21:32:49;21.9;69.9
546;03/10/2025;21:33:09;22;70
547;03/10/2025;21:33:29;22;69.9
548;03/10/2025;21:33:49;22;70
549;03/10/2025;21:34:09;22;70.2
550;03/10/2025;21:34:29;22;70
551;03/10/2025;21:34:49;22;69.8
552;03/10/2025;21:35:09;22;69.7
553;03/10/2025;21:35:29;22;69.6
554;03/10/2025;21:35:49;22;69.7
555;03/10/2025;21:36:09;22;69.7
556;03/10/2025;21:36:29;22;69.7
557;03/10/2025;21:36:49;21.9;69.8
558;03/10/2025;21:37:09;21.9;69.8
559;03/10/2025;21:37:29;22;70
560;03/10/2025;21:37:49;22;70.2
561;03/10/2025;21:38:09;22;70.3
562;03/10/2025;21:38:29;22;70
563;03/10/2025;21:38:49;22;69.7
564;03/10/2025;21:39:09;22;69.6
565;03/10/2025;21:39:29;22;69.8
566;03/10/2025;21:39:49;22;70.1
567;03/10/2025;21:40:09;22;70
568;03/10/2025;21:40:29;22.1;69.7
569;03/10/2025;21:40:49;22.1;69.5
570;03/10/2025;21:41:09;22.1;69.4
571;03/10/2025;21:41:29;22.1;69.5
572;03/10/2025;21:41:49;22.1;69.5
573;03/10/2025;21:42:09;22.1;69.6
574;03/10/2025;21:42:29;22.1;69.6
575;03/10/2025;21:42:49;22.1;69.4
576;03/10/2025;21:43:09;22.1;69.6
577;03/10/2025;21:43:29;22.1;69.4
578;03/10/2025;21:43:49;22.1;69.4
579;03/10/2025;21:44:09;22.1;69.4
580;03/10/2025;21:44:29;22.1;69.3
581;03/10/2025;21:44:49;22.1;69.4
582;03/10/2025;21:45:09;22.1;69.5
583;03/10/2025;21:45:29;22.1;69.3
584;03/10/2025;21:45:49;22.1;69.3
585;03/10/2025;21:46:09;22.1;69.2
586;03/10/2025;21:46:29;22.1;69.3
587;03/10/2025;21:46:49;22.1;69.3
588;03/10/2025;21:47:09;22.1;69.3
589;03/10/2025;21:47:29;22.1;69.2
590;03/10/2025;21:47:49;22.1;69.2
591;03/10/2025;21:48:09;22.1;69.3
592;03/10/2025;21:48:29;22.1;69.4
593;03/10/2025;21:48:49;22.1;69.6
594;03/10/2025;21:49:09;22.1;69.4
595;03/10/2025;21:49:29;22.1;69.5
596;03/10/2025;21:49:49;22.1;69.5
597;03/10/2025;21:50:09;22;69.5
598;03/10/2025;21:50:29;22;69.6
599;03/10/2025;21:50:49;22;69.7
600;03/10/2025;21:51:09;22;69.7
601;03/10/2025;21:51:29;22;69.7
602;03/10/2025;21:51:49;22;69.8
603;03/10/2025;21:52:09;22;69.8
604;03/10/2025;21:52:29;22;69.9
605;03/10/2025;21:52:49;22;69.9
606;03/10/2025;21:53:09;22;69.9
607;03/10/2025;21:53:29;21.9;69.9
608;03/10/2025;21:53:49;22;69.9
609;03/10/2025;21:54:09;22;70
610;03/10/2025;21:54:29;22;70.1
611;03/10/2025;21:54:49;22;70
612;03/10/2025;21:55:09;22;69.9
613;03/10/2025;21:55:29;22;69.9
614;03/10/2025;21:55:49;22;69.8
615;03/10/2025;21:56:09;22;70.1
616;03/10/2025;21:56:29;22;70
617;03/10/2025;21:56:49;22;69.8
618;03/10/2025;21:57:09;22;69.7
619;03/10/2025;21:57:29;22;69.6
