Leitura,Horario,Temperatura(C),Umidade(%),Dispositivo
410,2025-10-24 09:01:49,29.1,35.3,Pico W_11f0bb
411,2025-10-24 09:02:11,28.8,34.2,Pico W_11f0bb
412,2025-10-24 09:02:34,28.3,34.7,Pico W_11f0bb
413,2025-10-24 09:02:56,28.3,35.3,Pico W_11f0bb
414,2025-10-24 09:03:18,28.4,35.9,Pico W_11f0bb
415,2025-10-24 09:03:41,28.5,35.4,Pico W_11f0bb
416,2025-10-24 09:04:03,28.9,34.8,Pico W_11f0bb
417,2025-10-24 09:04:25,28.9,34.4,Pico W_11f0bb
418,2025-10-24 09:04:48,28.7,34.1,Pico W_11f0bb
419,2025-10-24 09:05:10,28.6,34.5,Pico W_11f0bb
420,2025-10-24 09:05:32,28.8,34.9,Pico W_11f0bb
421,2025-10-24 09:05:55,29.1,34.8,Pico W_11f0bb
422,2025-10-24 09:06:17,29.4,35.0,Pico W_11f0bb
423,2025-10-24 09:06:39,30.0,34.5,Pico W_11f0bb
424,2025-10-24 09:07:02,30.7,34.3,Pico W_11f0bb
425,2025-10-24 09:07:24,31.0,33.5,Pico W_11f0bb
426,2025-10-24 09:07:46,31.1,32.9,Pico W_11f0bb
427,2025-10-24 09:08:09,31.1,32.8,Pico W_11f0bb
428,2025-10-24 09:08:31,30.6,33.5,Pico W_11f0bb
429,2025-10-24 09:08:53,30.6,32.7,Pico W_11f0bb
430,2025-10-24 09:09:16,30.6,33.5,Pico W_11f0bb
431,2025-10-24 09:09:38,30.2,32.3,Pico W_11f0bb
432,2025-10-24 09:10:00,30.2,33.6,Pico W_11f0bb
433,2025-10-24 09:10:23,30.2,34.9,Pico W_11f0bb
434,2025-10-24 09:10:45,30.4,34.6,Pico W_11f0bb
435,2025-10-24 09:11:07,30.7,34.1,Pico W_11f0bb
436,2025-10-24 09:11:30,31.1,33.8,Pico W_11f0bb
437,2025-10-24 09:11:52,31.3,34.1,Pico W_11f0bb
438,2025-10-24 09:12:14,31.5,32.4,Pico W_11f0bb
439,2025-10-24 09:12:37,31.9,31.4,Pico W_11f0bb
440,2025-10-24 09:12:59,32.4,31.4,Pico W_11f0bb
441,2025-10-24 09:13:21,32.6,31.1,Pico W_11f0bb
442,2025-10-24 09:13:44,32.6,30.8,Pico W_11f0bb
443,2025-10-24 09:14:06,32.6,30.9,Pico W_11f0bb
444,2025-10-24 09:14:28,32.8,31.9,Pico W_11f0bb
445,2025-10-24 09:14:51,33.2,30.2,Pico W_11f0bb
446,2025-10-24 09:15:13,33.5,29.4,Pico W_11f0bb
447,2025-10-24 09:15:35,33.8,29.1,Pico W_11f0bb
448,2025-10-24 09:15:58,33.9,29.0,Pico W_11f0bb
449,2025-10-24 09:16:20,33.9,31.0,Pico W_11f0bb
450,2025-10-24 09:16:42,33.5,30.7,Pico W_11f0bb
451,2025-10-24 09:17:05,33.2,31.4,Pico W_11f0bb
452,2025-10-24 09:17:27,32.8,29.7,Pico W_11f0bb
453,2025-10-24 09:17:49,32.0,30.9,Pico W_11f0bb
454,2025-10-24 09:18:12,31.5,32.8,Pico W_11f0bb
455,2025-10-24 09:18:34,31.5,33.0,Pico W_11f0bb
456,2025-10-24 09:18:56,31.3,33.9,Pico W_11f0bb
457,2025-10-24 09:19:19,31.0,33.4,Pico W_11f0bb
458,2025-10-24 09:19:41,30.8,34.8,Pico W_11f0bb
459,2025-10-24 09:20:03,31.1,32.4,Pico W_11f0bb
460,2025-10-24 09:20:26,31.4,32.4,Pico W_11f0bb
461,2025-10-24 09:20:48,31.2,31.3,Pico W_11f0bb
462,2025-10-24 09:21:10,31.2,31.3,Pico W_11f0bb
463,2025-10-24 09:21:33,31.0,31.5,Pico W_11f0bb
464,2025-10-24 09:21:55,31.0,32.0,Pico W_11f0bb
465,2025-10-24 09:22:17,31.4,32.7,Pico W_11f0bb
466,2025-10-24 09:22:40,31.7,33.3,Pico W_11f0bb
467,2025-10-24 09:23:02,31.8,31.5,Pico W_11f0bb
468,2025-10-24 09:23:24,31.5,31.5,Pico W_11f0bb
469,2025-10-24 09:23:47,31.7,31.7,Pico W_11f0bb
470,2025-10-24 09:24:09,32.0,32.6,Pico W_11f0bb
471,2025-10-24 09:24:31,32.4,31.2,Pico W_11f0bb
472,2025-10-24 09:24:54,32.8,30.1,Pico W_11f0bb
473,2025-10-24 09:25:16,32.5,29.6,Pico W_11f0bb
474,2025-10-24 09:25:38,32.3,32.1,Pico W_11f0bb
475,2025-10-24 09:26:01,32.5,31.7,Pico W_11f0bb
476,2025-10-24 09:26:23,32.9,32.2,Pico W_11f0bb
477,2025-10-24 09:26:45,33.4,30.0,Pico W_11f0bb
478,2025-10-24 09:27:08,33.8,29.4,Pico W_11f0bb
479,2025-10-24 09:27:30,34.2,28.6,Pico W_11f0bb
480,2025-10-24 09:27:52,34.6,28.3,Pico W_11f0bb
481,2025-10-24 09:28:15,35.0,28.2,Pico W_11f0bb
482,2025-10-24 09:28:37,35.4,28.0,Pico W_11f0bb
483,2025-10-24 09:28:59,35.5,27.3,Pico W_11f0bb
484,2025-10-24 09:29:22,35.7,27.3,Pico W_11f0bb
485,2025-10-24 09:29:44,35.5,26.7,Pico W_11f0bb
486,2025-10-24 09:30:06,34.5,27.1,Pico W_11f0bb
487,2025-10-24 09:30:29,34.0,27.6,Pico W_11f0bb
488,2025-10-24 09:30:51,33.5,28.7,Pico W_11f0bb
489,2025-10-24 09:31:13,33.3,30.0,Pico W_11f0bb
490,2025-10-24 09:31:36,32.9,31.5,Pico W_11f0bb
491,2025-10-24 09:31:58,32.8,30.8,Pico W_11f0bb
492,2025-10-24 09:32:20,32.6,30.8,Pico W_11f0bb
493,2025-10-24 09:32:43,32.7,30.7,Pico W_11f0bb
494,2025-10-24 09:33:05,32.9,30.9,Pico W_11f0bb
495,2025-10-24 09:33:28,33.3,29.0,Pico W_11f0bb
496,2025-10-24 09:33:50,33.7,28.6,Pico W_11f0bb
497,2025-10-24 09:34:12,33.8,31.3,Pico W_11f0bb
498,2025-10-24 09:34:35,33.6,29.9,Pico W_11f0bb
499,2025-10-24 09:34:57,33.7,30.6,Pico W_11f0bb
500,2025-10-24 09:35:19,33.8,30.7,Pico W_11f0bb
501,2025-10-24 09:35:42,33.3,28.4,Pico W_11f0bb
502,2025-10-24 09:36:04,33.1,28.5,Pico W_11f0bb
503,2025-10-24 09:36:26,33.0,29.5,Pico W_11f0bb
504,2025-10-24 09:36:49,33.1,30.4,Pico W_11f0bb
505,2025-10-24 09:37:11,33.2,30.9,Pico W_11f0bb
506,2025-10-24 09:37:33,33.3,30.9,Pico W_11f0bb
507,2025-10-24 09:37:56,33.4,30.0,Pico W_11f0bb
508,2025-10-24 09:38:18,32.9,29.4,Pico W_11f0bb
509,2025-10-24 09:38:40,32.2,30.1,Pico W_11f0bb
510,2025-10-24 09:39:03,32.4,30.8,Pico W_11f0bb
511,2025-10-24 09:39:25,32.3,30.9,Pico W_11f0bb
512,2025-10-24 09:39:47,32.5,30.7,Pico W_11f0bb
513,2025-10-24 09:40:10,32.9,29.8,Pico W_11f0bb
514,2025-10-24 09:40:32,33.3,29.2,Pico W_11f0bb
515,2025-10-24 09:40:54,33.8,29.0,Pico W_11f0bb
516,2025-10-24 09:41:17,34.0,29.4,Pico W_11f0bb
517,2025-10-24 09:41:39,34.3,28.6,Pico W_11f0bb
518,2025-10-24 09:42:01,33.4,29.0,Pico W_11f0bb
519,2025-10-24 09:42:24,33.2,29.9,Pico W_11f0bb
520,2025-10-24 09:42:46,32.9,30.0,Pico W_11f0bb
521,2025-10-24 09:43:08,32.9,31.3,Pico W_11f0bb
522,2025-10-24 09:43:31,33.3,31.1,Pico W_11f0bb
523,2025-10-24 09:43:53,33.8,28.8,Pico W_11f0bb
524,2025-10-24 09:44:15,34.2,28.2,Pico W_11f0bb
525,2025-10-24 09:44:38,34.3,29.5,Pico W_11f0bb
526,2025-10-24 09:45:00,34.3,28.2,Pico W_11f0bb
527,2025-10-24 09:45:22,34.7,28.0,Pico W_11f0bb
528,2025-10-24 09:45:45,35.1,29.1,Pico W_11f0bb
529,2025-10-24 09:46:07,35.5,28.0,Pico W_11f0bb
530,2025-10-24 09:46:29,35.7,29.0,Pico W_11f0bb
531,2025-10-24 09:46:52,35.7,29.3,Pico W_11f0bb
532,2025-10-24 09:47:14,35.7,30.1,Pico W_11f0bb
533,2025-10-24 09:47:36,35.2,28.0,Pico W_11f0bb
534,2025-10-24 09:47:59,35.3,28.4,Pico W_11f0bb
535,2025-10-24 09:48:21,35.1,29.8,Pico W_11f0bb
536,2025-10-24 09:48:43,35.3,28.8,Pico W_11f0bb
537,2025-10-24 09:49:06,35.3,30.4,Pico W_11f0bb
538,2025-10-24 09:49:28,35.2,28.6,Pico W_11f0bb
539,2025-10-24 09:49:50,35.1,27.7,Pico W_11f0bb
540,2025-10-24 09:50:13,34.6,28.3,Pico W_11f0bb
541,2025-10-24 09:50:35,34.3,30.0,Pico W_11f0bb
542,2025-10-24 09:50:57,34.2,29.2,Pico W_11f0bb
543,2025-10-24 09:51:20,33.6,28.6,Pico W_11f0bb
544,2025-10-24 09:51:42,33.8,29.1,Pico W_11f0bb
545,2025-10-24 09:52:04,33.7,27.2,Pico W_11f0bb
546,2025-10-24 09:52:27,33.1,27.0,Pico W_11f0bb
547,2025-10-24 09:52:49,32.7,27.3,Pico W_11f0bb
548,2025-10-24 09:53:11,32.4,28.0,Pico W_11f0bb
549,2025-10-24 09:53:34,32.6,29.8,Pico W_11f0bb
550,2025-10-24 09:53:56,32.8,29.5,Pico W_11f0bb
551,2025-10-24 09:54:18,32.7,29.4,Pico W_11f0bb
552,2025-10-24 09:54:41,32.4,28.4,Pico W_11f0bb
553,2025-10-24 09:55:03,32.1,29.5,Pico W_11f0bb
554,2025-10-24 09:55:25,32.4,28.9,Pico W_11f0bb
555,2025-10-24 09:55:48,32.8,29.9,Pico W_11f0bb
556,2025-10-24 09:56:10,33.0,29.4,Pico W_11f0bb
557,2025-10-24 09:56:32,33.3,28.8,Pico W_11f0bb
558,2025-10-24 09:56:55,33.9,28.4,Pico W_11f0bb
559,2025-10-24 09:57:17,33.5,28.1,Pico W_11f0bb
560,2025-10-24 09:57:39,33.3,27.9,Pico W_11f0bb
561,2025-10-24 09:58:02,33.5,29.7,Pico W_11f0bb
562,2025-10-24 09:58:24,33.8,28.9,Pico W_11f0bb
563,2025-10-24 09:58:46,34.3,26.6,Pico W_11f0bb
564,2025-10-24 09:59:09,34.7,25.8,Pico W_11f0bb
565,2025-10-24 09:59:31,35.1,27.1,Pico W_11f0bb
566,2025-10-24 09:59:53,35.1,26.9,Pico W_11f0bb
567,2025-10-24 10:00:16,35.1,27.6,Pico W_11f0bb
568,2025-10-24 10:00:38,35.2,25.8,Pico W_11f0bb
569,2025-10-24 10:01:00,34.7,27.0,Pico W_11f0bb
570,2025-10-24 10:01:23,34.0,27.5,Pico W_11f0bb
571,2025-10-24 10:01:45,33.8,28.5,Pico W_11f0bb
572,2025-10-24 10:02:07,33.6,27.9,Pico W_11f0bb
573,2025-10-24 10:02:30,33.5,28.7,Pico W_11f0bb
574,2025-10-24 10:02:52,33.4,28.1,Pico W_11f0bb
575,2025-10-24 10:03:14,33.0,28.3,Pico W_11f0bb
576,2025-10-24 10:03:37,32.9,28.4,Pico W_11f0bb
577,2025-10-24 10:03:59,32.5,27.7,Pico W_11f0bb
578,2025-10-24 10:04:21,32.1,26.9,Pico W_11f0bb
579,2025-10-24 10:04:44,32.0,28.9,Pico W_11f0bb
580,2025-10-24 10:05:06,32.2,27.9,Pico W_11f0bb
581,2025-10-24 10:05:28,32.3,27.2,Pico W_11f0bb
582,2025-10-24 10:05:51,32.2,26.6,Pico W_11f0bb
583,2025-10-24 10:06:13,31.9,27.2,Pico W_11f0bb
584,2025-10-24 10:06:35,31.9,28.7,Pico W_11f0bb
585,2025-10-24 10:06:58,31.9,27.0,Pico W_11f0bb
586,2025-10-24 10:07:20,31.5,26.4,Pico W_11f0bb
587,2025-10-24 10:07:42,31.6,27.2,Pico W_11f0bb
588,2025-10-24 10:08:05,31.7,27.3,Pico W_11f0bb
589,2025-10-24 10:08:27,31.3,26.7,Pico W_11f0bb
590,2025-10-24 10:08:49,31.3,27.7,Pico W_11f0bb
591,2025-10-24 10:09:12,31.5,27.2,Pico W_11f0bb
592,2025-10-24 10:09:34,31.3,26.3,Pico W_11f0bb
593,2025-10-24 10:09:56,31.3,25.9,Pico W_11f0bb
594,2025-10-24 10:10:19,31.7,26.6,Pico W_11f0bb
595,2025-10-24 10:10:41,32.1,25.5,Pico W_11f0bb
596,2025-10-24 10:11:03,32.3,25.1,Pico W_11f0bb
597,2025-10-24 10:11:26,32.2,26.3,Pico W_11f0bb
598,2025-10-24 10:11:48,32.1,25.6,Pico W_11f0bb
599,2025-10-24 10:12:11,31.8,25.5,Pico W_11f0bb
600,2025-10-24 10:12:33,31.8,25.2,Pico W_11f0bb
601,2025-10-24 10:12:55,31.9,25.5,Pico W_11f0bb
602,2025-10-24 10:13:18,31.8,25.6,Pico W_11f0bb
603,2025-10-24 10:13:40,31.9,26.6,Pico W_11f0bb
604,2025-10-24 10:14:02,32.3,26.5,Pico W_11f0bb
605,2025-10-24 10:14:25,32.3,25.3,Pico W_11f0bb
606,2025-10-24 10:14:47,32.2,25.4,Pico W_11f0bb
607,2025-10-24 10:15:09,32.1,26.2,Pico W_11f0bb
608,2025-10-24 10:15:32,32.1,28.0,Pico W_11f0bb
609,2025-10-24 10:15:54,32.2,27.8,Pico W_11f0bb
610,2025-10-24 10:16:16,32.2,28.4,Pico W_11f0bb
611,2025-10-24 10:16:39,32.3,27.8,Pico W_11f0bb
612,2025-10-24 10:17:01,32.7,26.9,Pico W_11f0bb
613,2025-10-24 10:17:23,33.4,26.4,Pico W_11f0bb
614,2025-10-24 10:17:46,33.7,28.2,Pico W_11f0bb
615,2025-10-24 10:18:08,33.8,28.5,Pico W_11f0bb
616,2025-10-24 10:18:30,33.9,26.5,Pico W_11f0bb
617,2025-10-24 10:18:53,33.9,29.1,Pico W_11f0bb
618,2025-10-24 10:19:15,33.7,29.8,Pico W_11f0bb
619,2025-10-24 10:19:37,33.8,27.8,Pico W_11f0bb
620,2025-10-24 10:20:00,33.5,25.9,Pico W_11f0bb
621,2025-10-24 10:20:22,32.9,25.9,Pico W_11f0bb
622,2025-10-24 10:20:44,31.8,25.9,Pico W_11f0bb
623,2025-10-24 10:21:07,31.3,26.8,Pico W_11f0bb
624,2025-10-24 10:21:29,31.4,28.1,Pico W_11f0bb
625,2025-10-24 10:21:51,31.4,27.1,Pico W_11f0bb
626,2025-10-24 10:22:14,31.5,27.8,Pico W_11f0bb
627,2025-10-24 10:22:36,32.1,28.8,Pico W_11f0bb
628,2025-10-24 10:22:58,32.8,27.1,Pico W_11f0bb
629,2025-10-24 10:23:21,33.5,24.8,Pico W_11f0bb
630,2025-10-24 10:23:43,34.0,25.0,Pico W_11f0bb
631,2025-10-24 10:24:05,33.8,25.3,Pico W_11f0bb
632,2025-10-24 10:24:28,33.1,25.3,Pico W_11f0bb
633,2025-10-24 10:24:50,32.6,26.9,Pico W_11f0bb
634,2025-10-24 10:25:12,32.6,26.5,Pico W_11f0bb
635,2025-10-24 10:25:35,33.0,26.0,Pico W_11f0bb
636,2025-10-24 10:25:57,33.5,24.9,Pico W_11f0bb
637,2025-10-24 10:26:19,33.1,24.1,Pico W_11f0bb
638,2025-10-24 10:26:42,32.3,24.5,Pico W_11f0bb
639,2025-10-24 10:27:04,32.0,24.8,Pico W_11f0bb
640,2025-10-24 10:27:26,32.1,25.7,Pico W_11f0bb
641,2025-10-24 10:27:49,32.2,26.6,Pico W_11f0bb
642,2025-10-24 10:28:11,32.5,28.9,Pico W_11f0bb
643,2025-10-24 10:28:33,33.2,27.6,Pico W_11f0bb
644,2025-10-24 10:28:56,33.6,29.5,Pico W_11f0bb
645,2025-10-24 10:29:18,34.2,27.2,Pico W_11f0bb
646,2025-10-24 10:29:40,34.7,27.3,Pico W_11f0bb
647,2025-10-24 10:30:03,35.3,26.4,Pico W_11f0bb
648,2025-10-24 10:30:25,35.8,26.0,Pico W_11f0bb
649,2025-10-24 10:30:47,35.9,26.0,Pico W_11f0bb
650,2025-10-24 10:31:10,35.9,24.5,Pico W_11f0bb
651,2025-10-24 10:31:32,35.7,23.8,Pico W_11f0bb
652,2025-10-24 10:31:54,34.5,24.6,Pico W_11f0bb
653,2025-10-24 10:32:17,34.4,25.6,Pico W_11f0bb
654,2025-10-24 10:32:39,34.6,25.8,Pico W_11f0bb
655,2025-10-24 10:33:01,34.9,25.4,Pico W_11f0bb
656,2025-10-24 10:33:24,35.1,24.3,Pico W_11f0bb
657,2025-10-24 10:33:46,35.1,25.1,Pico W_11f0bb
658,2025-10-24 10:34:08,34.9,23.9,Pico W_11f0bb
659,2025-10-24 10:34:31,35.0,25.6,Pico W_11f0bb
660,2025-10-24 10:34:53,35.0,24.5,Pico W_11f0bb
661,2025-10-24 10:35:15,35.4,24.7,Pico W_11f0bb
662,2025-10-24 10:35:38,35.3,25.0,Pico W_11f0bb
663,2025-10-24 10:36:00,35.5,23.7,Pico W_11f0bb
664,2025-10-24 10:36:22,35.5,23.3,Pico W_11f0bb
665,2025-10-24 10:36:45,35.3,23.8,Pico W_11f0bb
666,2025-10-24 10:37:07,35.0,24.3,Pico W_11f0bb
667,2025-10-24 10:37:29,34.9,25.5,Pico W_11f0bb
668,2025-10-24 10:37:52,35.0,27.3,Pico W_11f0bb
669,2025-10-24 10:38:14,35.1,26.4,Pico W_11f0bb
670,2025-10-24 10:38:36,35.4,25.4,Pico W_11f0bb
671,2025-10-24 10:38:59,35.8,24.1,Pico W_11f0bb
672,2025-10-24 10:39:21,35.6,22.9,Pico W_11f0bb
673,2025-10-24 10:39:43,35.0,23.8,Pico W_11f0bb
674,2025-10-24 10:40:06,34.7,24.4,Pico W_11f0bb
675,2025-10-24 10:40:28,34.9,23.6,Pico W_11f0bb
676,2025-10-24 10:40:50,35.3,23.5,Pico W_11f0bb
677,2025-10-24 10:41:13,35.8,25.3,Pico W_11f0bb
678,2025-10-24 10:41:35,36.2,23.6,Pico W_11f0bb
679,2025-10-24 10:41:57,36.6,23.9,Pico W_11f0bb
680,2025-10-24 10:42:20,36.7,23.3,Pico W_11f0bb
681,2025-10-24 10:42:42,36.2,23.3,Pico W_11f0bb
682,2025-10-24 10:43:04,35.6,23.3,Pico W_11f0bb
683,2025-10-24 10:43:27,34.8,24.3,Pico W_11f0bb
684,2025-10-24 10:43:49,34.9,25.2,Pico W_11f0bb
685,2025-10-24 10:44:11,34.9,23.7,Pico W_11f0bb
686,2025-10-24 10:44:34,35.0,25.4,Pico W_11f0bb
687,2025-10-24 10:44:56,34.7,24.8,Pico W_11f0bb
688,2025-10-24 10:45:18,34.4,24.5,Pico W_11f0bb
689,2025-10-24 10:45:41,34.0,24.0,Pico W_11f0bb
690,2025-10-24 10:46:03,33.8,25.4,Pico W_11f0bb
691,2025-10-24 10:46:25,34.0,25.8,Pico W_11f0bb
692,2025-10-24 10:46:48,33.7,24.7,Pico W_11f0bb
693,2025-10-24 10:47:10,33.2,26.4,Pico W_11f0bb
694,2025-10-24 10:47:32,33.2,27.8,Pico W_11f0bb
695,2025-10-24 10:47:55,33.5,25.8,Pico W_11f0bb
696,2025-10-24 10:48:17,33.8,26.6,Pico W_11f0bb
697,2025-10-24 10:48:39,34.0,26.6,Pico W_11f0bb
698,2025-10-24 10:49:02,34.2,26.3,Pico W_11f0bb
699,2025-10-24 10:49:24,34.5,25.7,Pico W_11f0bb
700,2025-10-24 10:49:46,35.0,24.8,Pico W_11f0bb
701,2025-10-24 10:50:09,35.2,24.9,Pico W_11f0bb
702,2025-10-24 10:50:31,35.0,25.6,Pico W_11f0bb
703,2025-10-24 10:50:54,35.2,24.6,Pico W_11f0bb
704,2025-10-24 10:51:16,35.1,25.5,Pico W_11f0bb
705,2025-10-24 10:51:38,35.1,24.4,Pico W_11f0bb
706,2025-10-24 10:52:01,35.1,24.2,Pico W_11f0bb
707,2025-10-24 10:52:23,34.5,24.5,Pico W_11f0bb
708,2025-10-24 10:52:45,34.1,24.3,Pico W_11f0bb
709,2025-10-24 10:53:08,32.9,23.8,Pico W_11f0bb
710,2025-10-24 10:53:30,32.3,24.3,Pico W_11f0bb
711,2025-10-24 10:53:52,32.4,24.7,Pico W_11f0bb
712,2025-10-24 10:54:15,32.7,26.6,Pico W_11f0bb
713,2025-10-24 10:54:37,32.9,27.5,Pico W_11f0bb
714,2025-10-24 10:54:59,33.4,25.8,Pico W_11f0bb
715,2025-10-24 10:55:22,34.1,24.5,Pico W_11f0bb
716,2025-10-24 10:55:44,34.6,23.3,Pico W_11f0bb
717,2025-10-24 10:56:06,34.7,24.7,Pico W_11f0bb
718,2025-10-24 10:56:29,34.8,23.6,Pico W_11f0bb
719,2025-10-24 10:56:51,35.0,24.3,Pico W_11f0bb
720,2025-10-24 10:57:13,34.4,22.8,Pico W_11f0bb
721,2025-10-24 10:57:36,34.3,22.5,Pico W_11f0bb
722,2025-10-24 10:57:58,34.7,23.3,Pico W_11f0bb
723,2025-10-24 10:58:20,35.3,23.2,Pico W_11f0bb
724,2025-10-24 10:58:43,35.7,23.1,Pico W_11f0bb
725,2025-10-24 10:59:05,35.8,23.1,Pico W_11f0bb
726,2025-10-24 10:59:27,36.0,23.2,Pico W_11f0bb
727,2025-10-24 10:59:50,36.2,24.4,Pico W_11f0bb
728,2025-10-24 11:00:12,36.5,23.5,Pico W_11f0bb
729,2025-10-24 11:00:34,36.9,21.2,Pico W_11f0bb
730,2025-10-24 11:00:57,37.0,20.8,Pico W_11f0bb
731,2025-10-24 11:01:19,37.3,21.0,Pico W_11f0bb
732,2025-10-24 11:01:41,37.5,21.2,Pico W_11f0bb
733,2025-10-24 11:02:04,37.8,21.6,Pico W_11f0bb
734,2025-10-24 11:02:26,38.1,20.5,Pico W_11f0bb
735,2025-10-24 11:02:48,38.1,20.0,Pico W_11f0bb
736,2025-10-24 11:03:11,37.1,20.2,Pico W_11f0bb
737,2025-10-24 11:03:33,35.9,21.7,Pico W_11f0bb
738,2025-10-24 11:03:55,35.1,22.7,Pico W_11f0bb
739,2025-10-24 11:04:18,34.9,23.6,Pico W_11f0bb
740,2025-10-24 11:04:40,35.0,22.9,Pico W_11f0bb
741,2025-10-24 11:05:02,35.4,22.7,Pico W_11f0bb
742,2025-10-24 11:05:25,35.6,22.0,Pico W_11f0bb
743,2025-10-24 11:05:47,35.2,21.6,Pico W_11f0bb
744,2025-10-24 11:06:09,34.9,23.4,Pico W_11f0bb
745,2025-10-24 11:06:32,34.9,22.7,Pico W_11f0bb
746,2025-10-24 11:06:54,35.3,23.8,Pico W_11f0bb
747,2025-10-24 11:07:16,35.4,22.7,Pico W_11f0bb
748,2025-10-24 11:07:39,35.5,23.1,Pico W_11f0bb
749,2025-10-24 11:08:01,35.5,23.6,Pico W_11f0bb
750,2025-10-24 11:08:23,35.8,23.5,Pico W_11f0bb
751,2025-10-24 11:08:46,36.1,22.6,Pico W_11f0bb
752,2025-10-24 11:09:08,36.3,21.9,Pico W_11f0bb
753,2025-10-24 11:09:30,36.7,22.2,Pico W_11f0bb
754,2025-10-24 11:09:53,37.1,22.3,Pico W_11f0bb
755,2025-10-24 11:10:15,37.5,21.7,Pico W_11f0bb
756,2025-10-24 11:10:37,37.3,23.1,Pico W_11f0bb
757,2025-10-24 11:11:00,37.0,22.0,Pico W_11f0bb
758,2025-10-24 11:11:22,36.3,21.5,Pico W_11f0bb
759,2025-10-24 11:11:44,35.1,22.2,Pico W_11f0bb
760,2025-10-24 11:12:07,34.3,22.9,Pico W_11f0bb
761,2025-10-24 11:12:29,33.3,23.1,Pico W_11f0bb
762,2025-10-24 11:12:51,32.8,24.1,Pico W_11f0bb
763,2025-10-24 11:13:14,33.1,25.0,Pico W_11f0bb
764,2025-10-24 11:13:36,33.6,26.3,Pico W_11f0bb
765,2025-10-24 11:13:58,34.3,24.7,Pico W_11f0bb
766,2025-10-24 11:14:21,34.5,25.1,Pico W_11f0bb
767,2025-10-24 11:14:43,35.1,24.4,Pico W_11f0bb
768,2025-10-24 11:15:05,35.5,23.0,Pico W_11f0bb
769,2025-10-24 11:15:28,35.8,22.9,Pico W_11f0bb
770,2025-10-24 11:15:50,35.8,24.5,Pico W_11f0bb
771,2025-10-24 11:16:12,35.6,24.4,Pico W_11f0bb
772,2025-10-24 11:16:35,35.5,24.3,Pico W_11f0bb
773,2025-10-24 11:16:57,35.7,24.1,Pico W_11f0bb
774,2025-10-24 11:17:19,35.2,24.2,Pico W_11f0bb
775,2025-10-24 11:17:42,34.9,25.5,Pico W_11f0bb
776,2025-10-24 11:18:04,35.2,24.9,Pico W_11f0bb
777,2025-10-24 11:18:26,35.6,23.5,Pico W_11f0bb
778,2025-10-24 11:18:49,36.1,22.3,Pico W_11f0bb
779,2025-10-24 11:19:11,35.9,21.8,Pico W_11f0bb
780,2025-10-24 11:19:33,35.5,22.9,Pico W_11f0bb
781,2025-10-24 11:19:56,35.5,22.6,Pico W_11f0bb
782,2025-10-24 11:20:18,35.5,23.4,Pico W_11f0bb
783,2025-10-24 11:20:40,34.9,22.1,Pico W_11f0bb
784,2025-10-24 11:21:03,34.2,23.0,Pico W_11f0bb
785,2025-10-24 11:21:25,34.1,22.8,Pico W_11f0bb
786,2025-10-24 11:21:47,34.4,23.1,Pico W_11f0bb
787,2025-10-24 11:22:10,34.3,23.4,Pico W_11f0bb
788,2025-10-24 11:22:32,34.3,22.9,Pico W_11f0bb
789,2025-10-24 11:22:54,34.0,23.7,Pico W_11f0bb
790,2025-10-24 11:23:17,33.8,22.8,Pico W_11f0bb
791,2025-10-24 11:23:39,33.3,23.6,Pico W_11f0bb
792,2025-10-24 11:24:01,33.2,24.4,Pico W_11f0bb
793,2025-10-24 11:24:24,33.2,23.0,Pico W_11f0bb
794,2025-10-24 11:24:46,32.9,22.4,Pico W_11f0bb
795,2025-10-24 11:25:08,32.8,23.9,Pico W_11f0bb
796,2025-10-24 11:25:31,32.7,23.6,Pico W_11f0bb
797,2025-10-24 11:25:53,32.2,24.2,Pico W_11f0bb
798,2025-10-24 11:26:15,32.3,24.1,Pico W_11f0bb
799,2025-10-24 11:26:38,32.4,23.9,Pico W_11f0bb
800,2025-10-24 11:27:00,32.2,23.4,Pico W_11f0bb
801,2025-10-24 11:27:22,32.4,24.4,Pico W_11f0bb
802,2025-10-24 11:27:45,32.6,24.4,Pico W_11f0bb
803,2025-10-24 11:28:07,33.1,24.6,Pico W_11f0bb
804,2025-10-24 11:28:30,33.7,24.9,Pico W_11f0bb
805,2025-10-24 11:28:52,34.3,23.9,Pico W_11f0bb
806,2025-10-24 11:29:14,34.7,24.8,Pico W_11f0bb
807,2025-10-24 11:29:37,34.9,23.7,Pico W_11f0bb
808,2025-10-24 11:29:59,35.2,23.6,Pico W_11f0bb
809,2025-10-24 11:30:21,35.4,24.3,Pico W_11f0bb
810,2025-10-24 11:30:44,35.5,24.3,Pico W_11f0bb
811,2025-10-24 11:31:06,35.7,23.4,Pico W_11f0bb
812,2025-10-24 11:31:28,35.9,23.8,Pico W_11f0bb
813,2025-10-24 11:31:51,35.9,24.7,Pico W_11f0bb
814,2025-10-24 11:32:13,36.2,23.0,Pico W_11f0bb
815,2025-10-24 11:32:35,36.5,23.0,Pico W_11f0bb
816,2025-10-24 11:32:58,35.8,23.0,Pico W_11f0bb
817,2025-10-24 11:33:20,35.1,22.8,Pico W_11f0bb
818,2025-10-24 11:33:42,34.9,22.9,Pico W_11f0bb
819,2025-10-24 11:34:05,34.7,22.6,Pico W_11f0bb
